title,artist,created,date,creditline,source
"Ships at Sea, Sailors & Shoes","Lawrence Weiner, Ned Sublette, The Persuasions",1993,2013,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
"Acrobats (Les Saltimbanques), after Picasso","Jacques Villon, Pablo Picasso",1922,1975,Gift of Alexander Liberman,Documents/info664project/moma.csv
Angel Dust,Jeremy Blake,2000,,Gift of David Teiger,Documents/info664project/moma.csv
Scooter Sunglasses,Mercedes Franchini,1955,1958,Phyllis B. Lambert Fund,Documents/info664project/moma.csv
Cry for Freedom,Malangatana Valente Ngwenya,1973,2021,Gift of Glenn and Eva Dubin,Documents/info664project/moma.csv
Two Forms,Henry Moore,1934,1937,Sir Michael Sadler Fund,Documents/info664project/moma.csv
Electric Chair (Interior),William Leavitt,1983,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
"Album cover for Traffic, The Low Spark of High Heeled Boys","Tony Wright, Richard Polak, Island Records",1971,2014,Committee on Architecture and Design Funds,Documents/info664project/moma.csv
Diana,Koen Theys,1984,1984,Purchase,Documents/info664project/moma.csv
Hippopotamus Poison,Paul Thek,1965,1991,Gift of Neil Jenney in honor of Ann Wilson,Documents/info664project/moma.csv
Most,Jacek Neugebauer,c. 1965,2000,Gift of the designer,Documents/info664project/moma.csv
2003.2.1,Fang Lijun,2003,2004,Fund for the Twenty-First Century,Documents/info664project/moma.csv
Untitled,Paul P.,2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Dead Silences,Connie Imboden,1988,1991,Gift of the artist,Documents/info664project/moma.csv
Three Girls before the Prison (Juvente a la galera),Fanny Rabel,1952,1954,Inter-American Fund,Documents/info664project/moma.csv
"Le Mur (The Wall) (Film poster for the film directed by Constantin Vaeni, cinematographer Josef Demian)",Klára Tamás,1974–1976,2014,Gift of the designer,Documents/info664project/moma.csv
Photogram Lightbulb,Edmund Kesting,1927,2001,"Thomas Walther Collection. Abbott-Levy Collection funds, by exchange",Documents/info664project/moma.csv
The Dancer Gertrude Barrison (plate 3) from the First Theater Program of Kabarett Fledermaus (Cabaret Fledermaus),Fritz Zeymer,1907,1993,Purchased with funds given by Mrs. Henry I. Cobb and Mrs. Melville Wakeman Hall,Documents/info664project/moma.csv
paraSITE homeless shelter,Michael Rakowitz,1997,2006,Gift of Michael Rakowitz and Lombard-Freid Projects,Documents/info664project/moma.csv
Durol Tovarna na vyrobu uhliko-duikate hmoly k. poocelovani,Zdeněk Rossmann,1934,1999,"Jan Tschichold Collection, Gift of Philip Johnson",Documents/info664project/moma.csv
Mannheimer Kultur- und Dokumentarfilm-Woche,Hans Heinrich Palitzsch,1954,1954,Gift of the artist,Documents/info664project/moma.csv
Nueva Botánica,Gilda Mantilla,-2008,2008,Fund for the Twenty-First Century,Documents/info664project/moma.csv
I Will Take Revenge!,Georgy Khomzor,1943,1999,Gift of Pierre N. Leval,Documents/info664project/moma.csv
"Cat's Head (for Parkett, no. 100/101)",Nicolas Party,2017,2017,Monroe Wheeler Fund,Documents/info664project/moma.csv
Wright's Flight around Statue of Liberty,George Grantham Bain,1909,2001,The New York Times Collection,Documents/info664project/moma.csv
Canon Camera,Kenji Itoh,1955,1956,Gift of the artist,Documents/info664project/moma.csv
"""Mother of Ali Paqarizi Weeps Over His Body in Kosovo""",Alan Chin,1998,2001,The New York Times Collection,Documents/info664project/moma.csv
Deno,Katsuya Taka,1985,1986,Purchase,Documents/info664project/moma.csv
Put Finger in Hole from Fluxkit,Ay-O,1965,,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
Untitled,Erwin Pfrang,2001-2002,2004,Purchase,Documents/info664project/moma.csv
"Congresso Nacional, Brasília DF, Brazil","Leonardo Finotti, Oscar Niemeyer",2007,2015,Gift of Elise Jaffe + Jeffrey Brown,Documents/info664project/moma.csv
Late Afternoon Poem,Etel Adnan,1968,2015,Committee on Drawings and Prints Fund,Documents/info664project/moma.csv
"Stenciled Frieze Panel from the Trading Room of the Chicago Stock Exchange, Chicago, IL","Louis Sullivan, Dankmar Adler",c. 1893,2009,"Gift of Constance Caplan, Jo Carole and Ronald S. Lauder, and Robert B. Menschel",Documents/info664project/moma.csv
Château de Pierrefonds,E. Durand,c. 1860,1982,Acquired through the generosity of Shirley C. Burden,Documents/info664project/moma.csv
On the Table (Auf dem Tisch) from Masters' Portfolio of the Staatliches Bauhaus (Meistermappe des Staatlichen Bauhauses),Georg Muche,-1923,1956,Larry Aldrich Fund,Documents/info664project/moma.csv
Mushroom Book,"John Cage, Lois Long",1972 (Prints executed August 1971 - May 1972),1974,Purchase,Documents/info664project/moma.csv
PERSONNAGES,Maryan S. Maryan,1962-63,1963,Eugene and Clare Thaw Fund,Documents/info664project/moma.csv
Untitled,Homer Page,c. 1950,1959,Gift of the artist,Documents/info664project/moma.csv
SELF PORTRAIT,Herbert Katzman,-1961,1963,Gift of Mrs. Terry Dintenfass,Documents/info664project/moma.csv
Untitled from the series 'Ten Thousand Things That Breathe',Renato Orara,2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Are You Working With Schwab?,C. Haimovitz,1914-1940,1940,Gift of Abby Aldrich Rockefeller,Documents/info664project/moma.csv
V Zime Hratje Quash Tennis v Dome YWCA (In winter we play squash and tennis indoors at the YWCA),FZ,1937,1937,"Purchase Fund, Jan Tschichold Collection",Documents/info664project/moma.csv
Purple Haze,Suwon Lee,2011,2017,Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Clara Rodríguez-Cisneros,Documents/info664project/moma.csv
Chlorosis (Love sick),Marlene Dumas,1994,1996,The Herbert and Nannette Rothschild Memorial Fund in memory of Judith Rothschild,Documents/info664project/moma.csv
Composition,Hiroshi Hamaya,Dec-53,1959,Gift of Nihon Keizai Shimbun,Documents/info664project/moma.csv
"KRUEZ from the portfolio GRUPPE ""BEWEGUNG"" MOSKAU 1962-1965",Lev Nusberg,"1962, published 1969.",1970,Gift of Mrs. Wolfgang Schoenborn,Documents/info664project/moma.csv
Raseia,Aleksei Grishchenko,1922,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
Two Red Pieces from The Archives: Art Information Centre Peter Van Beveren,Woody van Amen,1981,1981,John R. Jakobson Foundation Fund,Documents/info664project/moma.csv
Agriaki,Olle Baertling,1959,1964,Gift of Galerie Denise René,Documents/info664project/moma.csv
LOMAK light operated mouse and keyboard,"Michael Watling, Peter Haythornthwaite, Andrew Haythornthwaite, David Haythornthwaite, Dean Edgington, Opdo Limited, Haythornthwaite//Creativelab",2005,2008,Gift of the Speyer Family Foundation,Documents/info664project/moma.csv
Reply Card,"Ian Hamilton Finlay, John Borg Manduca",1978,2008,"Gift of Ivy Rutzky, New York",Documents/info664project/moma.csv
Frying Pan,"Griswold Manufacturing Co., Erie, PA",Before 1956,1956,Gift of the manufacturer,Documents/info664project/moma.csv
Bottle pumpkin from perfect world (for Parkett no. 58),Jason Rhoades,2000,2000,Roxanne H. Frank Fund,Documents/info664project/moma.csv
Incantation,Alvin Lustig,1947,2015,Gift of Elaine Lustig Cohen,Documents/info664project/moma.csv
Trouble in Frisco,Fletcher Martin,1938,1939,Abby Aldrich Rockefeller Fund,Documents/info664project/moma.csv
His Home Over There,Albert Herter,c. 1918,1940,Given anonymously in memory of Mrs. Alice Lillia Newhall,Documents/info664project/moma.csv
Two Women,Fidelio Ponce De León,1934,1942,Gift of Dr. C. M. Ramírez Corría,Documents/info664project/moma.csv
Untitled,Lesley Vance,2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
"New York, VIII",Hedda Sterne,1954,1954,Mr. and Mrs. Roy R. Neuberger Fund,Documents/info664project/moma.csv
Man Hunting at Seal Hole in the Ice,Niviaksiak,1959,1960,Gift of Mrs. Donald B. Straus,Documents/info664project/moma.csv
Tower by the Sea (Turm am Meer),Paul Adolf Seehaus,1916,1940,Gift of Abby Aldrich Rockefeller,Documents/info664project/moma.csv
"Tous les Soirs aux Ambassadeurs, Yvette Guilbert",Henri Dumont,c. 1900,1954,,Documents/info664project/moma.csv
Zywot Mateusza,Marek Freudenreich,1967,2000,Gift of the designer,Documents/info664project/moma.csv
"Damned if You Do, Damned if You Don't",Dwain Faubion,1963,1965,Purchase,Documents/info664project/moma.csv
"Stills from ""The Perfect Ride"" Animation",Jennifer Pastor,-2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Rehearsal I (Ensayo I),"Francis Alÿs, Rafael Ortega",1999-2001,2007,"Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-Josée and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, The Julia Stoschek Foundation, Düsseldorf, and Committee on Media Funds",Documents/info664project/moma.csv
Untitled from Artifacts at the End of a Decade,Benedict Tisa,"1980, published 1981",1987,Gift of Joseph Daniel Cahill Masheck,Documents/info664project/moma.csv
Flux Cabinet,"Various Artists, George Maciunas, John Lennon, Jean Dupuy, George Brecht, Ben Vautier, Robert Watts, Geoffrey Hendricks, Takako Saito, Mieko Shiomi, Larry Miller, Ay-O, Claes Oldenburg, Joe Jones",1975-77,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
30,Mariah Robertson,2009,2010,Fund for the Twenty-First Century,Documents/info664project/moma.csv
Macintosh SE Home Computer,"Apple, Inc., frogdesign, Sunnydale, CA",1984,1994,Gift of the designer and manufacturer,Documents/info664project/moma.csv
Mosque,Anton Schranz II,c. 1850,1972,Purchase,Documents/info664project/moma.csv
Blackfoot Landscape,Jody Pinto,-1979,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Untitled,Kristen Corinne Masri,1970,1972,Purchase,Documents/info664project/moma.csv
The Balcony,Cundo Bermúdez,1941,1942,"Gift of Edgar Kaufmann, Jr.",Documents/info664project/moma.csv
"Semafor u maibutnie. Aparat panfuturystiv (A Semaphore for the Future: Panfuturists' Apparatus), no. 1","Mykhailo Semenko, Oleh Shymkov",1922,2001,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Documents/info664project/moma.csv
"Boulogne sur mer, le port",Paul Mansard,1860,1940,Gift of Abby Aldrich Rockefeller,Documents/info664project/moma.csv
"Bird in Arras, VI",Tim Scott,1969,1973,Dr. and Mrs. Joseph A. Epstein and Benjamin Sturges Funds,Documents/info664project/moma.csv
"Petrified Forest National Monument, Arizona",Frederick Sommer,1940,1941,Purchase,Documents/info664project/moma.csv
"The First and Second Wilderness / A Civil War Game, performed at Kirby’s loft on 113 Greene Street, New York, May 28, 1963",Michael Kirby,1963,,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
Kitchen Tools with Lamb Wedge-Lock Handles,Thomas Lamb,1953,1955,Gift of the manufacturer,Documents/info664project/moma.csv
Escaped Lunatic,Steffani Jemison,2010-11,2014,Committee on Media and Performance Art Funds,Documents/info664project/moma.csv
I didn’t see with my own eyes (No vi con mis propios ojos),Marta Maria Pérez  Bravo,1991,2021,Gift of Helen Kornblum in honor of Roxana Marcoci,Documents/info664project/moma.csv
Clockwork in the Sky,Alfred Jensen,1959,1960,Gift of Henry Luce III,Documents/info664project/moma.csv
Ballet School. Designs for scenery,Franklin Chenault Watkins,-1935,1941,Gift of Lincoln Kirstein,Documents/info664project/moma.csv
Untitled,Ernst Van Leyden,(March 8-14) 1966,1974,"Gift of Kleiner, Bell & Co.",Documents/info664project/moma.csv
Untitled (red vertical form),Acharya Vyakul,1987,2001,Purchase,Documents/info664project/moma.csv
New Façades Seen from Kleiner Jungfernstieg Street,Georg Koppmann,1884,1989,Horace W. Goldsmith Fund through Robert B. Menschel,Documents/info664project/moma.csv
Untitled,"Ay-O, George Maciunas",c. 1964,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
"Poster for Beau Geste Press, Galerie s:t Petri-Archive of Experimental and Marginal Art, Lund, Sweden, March 5-17, 1976","David Mayor, Jean Sellem",1976,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
"Bhana Nath ji's home, Lunkaransar",Gauri Gill,1999 - present,2017,John Szarkowski Fund,Documents/info664project/moma.csv
"Municipal Gymnasium, Simancas, Spain (Façade study)","Iñaki Ábalos, Juan Herreros",1990–1991,1996,Gift of the architects in honor of Philip Johnson,Documents/info664project/moma.csv
Save the Press,Save The Press Campaign,1989,2007,The Ralph E. Shikes Fund,Documents/info664project/moma.csv
Tarefa I (Assignment I),Letícia Parente,1982,2017,Latin American and Caribbean Fund,Documents/info664project/moma.csv
A One-Man Enterprise. Fried Walker at his New Thought Mine,Mildred Leo Clemens,1941,1941,Purchase,Documents/info664project/moma.csv
Bauhaus Ausstellung Weimar Juli - Sept 1923,Paul Häberer,1923,2015,Committee on Architecture and Design Funds,Documents/info664project/moma.csv
So Help Me Hannah: Snatch-shots with Ray Guns,"Hannah Wilke, Donald Goddard",1978,2013,Gift of Peter Norton,Documents/info664project/moma.csv
Boule Teapot,Lino Sabattini,1950,1983,Gift of the designer,Documents/info664project/moma.csv
Visages,Huguette Caland,1979,2021,"Gift of Sandra and Tony Tamer, Anonymous, Xin Zhang, Lonti Ebers, and The Modern Women’s Fund
",Documents/info664project/moma.csv
Statements from the Museum in Progress project TransAct: Transnational Activities in the Cultural Field,Unidentified Author,"(newspaper published April 11, 2000)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Betty Hutton and Husband Ted Briskin at Home,Bob Beerman,1948,2001,Gift of Marvin Heiferman,Documents/info664project/moma.csv
Walking House,Laurie Simmons,1989,1992,Richard E. and Christie Salomon Fund and The Family of Man Fund,Documents/info664project/moma.csv
Figure,Varvara Stepanova,1921,1941,Given anonymously,Documents/info664project/moma.csv
Untitled from 1918,"Various Artists, Kirill Zdanevich, Vasilii Kamenskii",1917,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
"Die Aktion, vol. 10, no. 21/22","Conrad Felixmüller, Georg Arndt",29-May-20,2010,Committee on Prints and Illustrated Books Fund and The Library Council,Documents/info664project/moma.csv
Tube Floor Lamp,"Tony Palladino, John Mascheroni",1968,1968,Gift of the designers,Documents/info664project/moma.csv
Cover-Design,Sergei Vasilevich Tchekonine,(c. 1924),1985,The Riklis Collection of McCrory Corporation,Documents/info664project/moma.csv
Pitcher and Glasses,Ugo Nason,1938,1958,Phyllis B. Lambert Fund,Documents/info664project/moma.csv
Landscape,Aloisio Lahyre de  Magalhães,1956,1957,Inter-American Fund,Documents/info664project/moma.csv
"Window, Uniontown, Alabama",William Christenberry,1974,1975,David H. McAlpin Fund,Documents/info664project/moma.csv
Miss Judith Stools,"Demakersvan, Judith de Graauw",2004,2007,Gift of the manufacturer,Documents/info664project/moma.csv
Untitled,Wade Guyton,2006,2007,Fund for the Twenty-First Century,Documents/info664project/moma.csv
"Simultaneous performance of Anima 1, Attache de Ben, and Solo for Violin, performed during Fully Guaranteed 12 Fluxus Concerts, New York, May 23, 1964","Takehisa Kosugi, Ben Vautier, George Brecht",1964,,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
Motorcycle Helmet (model 32),Ron Sewell,1980,1983,Gift of the manufacturer,Documents/info664project/moma.csv
Stereo / Mono,"Policeband, Dike Blair",1979,2013,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
Six Pack,"Black Flag, Raymond Pettibon",1981,2013,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
"Berlin Museum with the Jewish Museum, Scale model 1:100",Daniel Libeskind,1989-2001,1996,Gift of the architect in honor of Philip Johnson,Documents/info664project/moma.csv
"Emigre Magazine, issues 1-69","Emigre Inc., Rudy VanderLans, Zuzana Licko",1984-2005,2006,Agnes Gund Purchase Fund,Documents/info664project/moma.csv
"Sitting, Problem Solving, Identity, I Am What I Sit On, Kohler Well Worth Lite, Toto, Vitromex & Eames LCN Chair",Sam Durant,1995,2008,Purchased with funds provided by the Patricia Orden Memorial Fund for Contemporary Drawing,Documents/info664project/moma.csv
